bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-121  0  0    0.040;  00000  00000  0.031 0.022 0.040 0.027 0.029
NonSP-32  0  0    0.039;  00000  00000  0.024 0.032 0.039 0.027 0.032
NonSP-76  0  0    0.030;  00000  00000  0.022 0.030 0.012 0.025 0.019
NonSP-36  0  0    0.051;  00000  00000  0.051 0.040 0.038 0.027 0.022
NonSP-129  0  0    0.038;  00000  00000  0.028 0.020 0.031 0.019 0.038
NonSP-112  0  0    0.052;  00000  00000  0.043 0.027 0.052 0.030 0.018
NonSP-10  0  0    0.040;  00000  00000  0.040 0.036 0.034 0.019 0.019
SP-89  0  1    0.020;  00000  11000  0.019 0.007 0.019 0.020 0.018
NonSP-124  0  0    0.057;  00000  00000  0.057 0.026 0.039 0.024 0.023
NonSP-20  0  0    0.031;  00000  00000  0.031 0.023 0.028 0.029 0.028
NonSP-14  0  0    0.031;  00000  00000  0.023 0.028 0.031 0.023 0.025
NonSP-21  0  0    0.044;  00000  00000  0.032 0.025 0.022 0.044 0.027
NonSP-37  0  0    0.040;  00000  00000  0.025 0.034 0.040 0.023 0.019
NonSP-133  0  0    0.037;  00000  00000  0.032 0.023 0.033 0.037 0.029
NonSP-28  0  0    0.034;  00000  00000  0.034 0.026 0.032 0.033 0.023
NonSP-5  0  0    0.035;  00000  00000  0.035 0.028 0.017 0.022 0.025
NonSP-110  0  0    0.047;  00000  00000  0.047 0.015 0.020 0.029 0.030
NonSP-77  0  0    0.023;  00000  00000  0.023 0.018 0.011 0.020 0.022
NonSP-109  0  0    0.025;  00000  00000  0.020 0.021 0.023 0.024 0.025
NonSP-126  0  0    0.035;  00000  00000  0.021 0.035 0.023 0.034 0.030
NonSP-63  0  0    0.026;  00000  00000  0.026 0.019 0.024 0.021 0.020
NonSP-78  0  0    0.025;  00000  00000  0.024 0.025 0.025 0.023 0.019
NonSP-38  0  0    0.035;  00000  00000  0.035 0.009 0.030 0.031 0.026
SP-93  0  1    0.024;  00000  11000  0.018 0.006 0.020 0.024 0.019
NonSP-44  0  0    0.040;  00000  00000  0.024 0.040 0.020 0.021 0.022
NonSP-25  0  0    0.040;  00000  00000  0.028 0.021 0.023 0.040 0.026

TP TN FP FN Accu Prec Reca F1 
0 126 4 0 0.969 0.000 NaN 0.000
