bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-122  0  0    0.085;  00000  00000  0.085 0.004 0.018 0.009 0.008
NonSP-70  0  0    0.032;  00000  00000  0.004 0.009 0.026 0.032 0.006
NonSP-79  0  0    0.022;  00000  00000  0.008 0.007 0.022 0.020 0.010
SP-94  0  1    0.157;  00000  11000  0.025 0.157 0.008 0.037 0.021
NonSP-127  0  0    0.021;  00000  00000  0.016 0.011 0.021 0.014 0.005
NonSP-113  0  0    0.022;  00000  00000  0.022 0.008 0.012 0.005 0.016
NonSP-55  0  0    0.027;  00000  00000  0.005 0.016 0.009 0.004 0.027
NonSP-52  0  0    0.069;  00000  00000  0.069 0.005 0.004 0.022 0.016
NonSP-57  0  0    0.023;  00000  00000  0.023 0.012 0.010 0.012 0.015
NonSP-27  0  0    0.021;  00000  00000  0.017 0.011 0.016 0.010 0.021
SP-96  0  1    0.223;  00000  11000  0.033 0.223 0.028 0.027 0.043
NonSP-50  0  0    0.049;  00000  00000  0.004 0.010 0.022 0.049 0.019
SP-98  0  1    0.128;  00000  11000  0.006 0.128 0.020 0.092 0.022
NonSP-12  0  0    0.021;  00000  00000  0.012 0.021 0.013 0.015 0.013
NonSP-123  0  0    0.040;  00000  00000  0.009 0.007 0.040 0.008 0.018
NonSP-49  0  0    0.027;  00000  00000  0.005 0.012 0.019 0.012 0.027
NonSP-1  0  0    0.016;  00000  00000  0.012 0.007 0.005 0.005 0.016
NonSP-75  0  0    0.045;  00000  00000  0.007 0.010 0.008 0.019 0.045
SP-88  0  1    0.353;  00000  11000  0.023 0.107 0.073 0.353 0.017
NonSP-61  0  0    0.018;  00000  00000  0.010 0.018 0.011 0.017 0.009
NonSP-30  0  0    0.062;  00000  00000  0.043 0.019 0.007 0.062 0.030
NonSP-54  0  0    0.014;  00000  00000  0.006 0.014 0.010 0.005 0.013
SP-85  0  1    0.052;  00000  11000  0.004 0.006 0.052 0.026 0.010
NonSP-64  0  0    0.028;  00000  00000  0.015 0.015 0.026 0.028 0.006
NonSP-41  0  0    0.052;  00000  00000  0.013 0.007 0.016 0.005 0.052
NonSP-51  0  0    0.050;  00000  00000  0.006 0.008 0.032 0.050 0.017
NonSP-3  0  0    0.126;  00000  00000  0.005 0.010 0.010 0.126 0.014

TP TN FP FN Accu Prec Reca F1 
0 125 10 0 0.926 0.000 NaN 0.000
