bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-77  0  0    0.061;  00000  00000  0.003 0.001 0.061 0.001 0.001
SP-87  0  1    0.015;  00000  11000  0.001 0.015 0.002 0.005 0.001
NonSP-106  0  0    0.004;  00000  00000  0.001 0.002 0.004 0.001 0.001
NonSP-14  0  0    0.005;  00000  00000  0.001 0.001 0.005 0.001 0.001
NonSP-54  0  0    0.004;  00000  00000  0.004 0.000 0.000 0.003 0.000
SP-98  0  1    0.336;  00000  11000  0.001 0.336 0.001 0.003 0.001
NonSP-39  0  0    0.006;  00000  00000  0.005 0.003 0.002 0.006 0.001
NonSP-80  0  0    0.028;  00000  00000  0.001 0.028 0.002 0.002 0.002
NonSP-42  0  0    0.013;  00000  00000  0.009 0.013 0.001 0.002 0.003
NonSP-101  0  0    0.005;  00000  00000  0.002 0.005 0.005 0.001 0.001
NonSP-35  0  0    0.014;  00000  00000  0.012 0.014 0.005 0.007 0.001
NonSP-74  0  0    0.007;  00000  00000  0.004 0.002 0.007 0.000 0.001
SP-93  1  1    0.634;  01000  11000  0.001 0.634 0.001 0.001 0.001
NonSP-128  0  0    0.014;  00000  00000  0.013 0.014 0.001 0.004 0.001
NonSP-132  0  0    0.034;  00000  00000  0.010 0.034 0.008 0.003 0.001
NonSP-11  0  0    0.005;  00000  00000  0.005 0.002 0.002 0.003 0.003
NonSP-56  0  0    0.013;  00000  00000  0.013 0.005 0.001 0.001 0.002
NonSP-25  0  0    0.006;  00000  00000  0.004 0.001 0.003 0.002 0.006
NonSP-9  0  0    0.007;  00000  00000  0.007 0.003 0.005 0.004 0.004
NonSP-7  0  0    0.004;  00000  00000  0.001 0.003 0.002 0.004 0.004
NonSP-82  0  0    0.018;  00000  00000  0.002 0.002 0.018 0.001 0.008
NonSP-108  0  0    0.031;  00000  00000  0.031 0.002 0.001 0.002 0.003
NonSP-41  0  0    0.006;  00000  00000  0.006 0.001 0.002 0.001 0.000
SP-90  1  1    0.645;  01000  11000  0.001 0.645 0.002 0.006 0.000
NonSP-107  0  0    0.004;  00000  00000  0.004 0.003 0.002 0.001 0.002
NonSP-112  0  0    0.015;  00000  00000  0.010 0.015 0.002 0.010 0.002
NonSP-52  0  0    0.012;  00000  00000  0.012 0.001 0.007 0.001 0.001

TP TN FP FN Accu Prec Reca F1 
2 127 6 0 0.956 0.250 1.000 0.400
