bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
SP-87  0  1    0.193;  00000  11000  0.061 0.009 0.028 0.193 0.078
NonSP-1  0  0    0.028;  00000  00000  0.011 0.028 0.006 0.017 0.006
NonSP-68  0  0    0.069;  00000  00000  0.021 0.021 0.028 0.013 0.069
NonSP-81  0  0    0.236;  00000  00000  0.044 0.012 0.006 0.066 0.236
NonSP-121  0  0    0.021;  00000  00000  0.021 0.009 0.007 0.007 0.009
NonSP-72  0  0    0.092;  00000  00000  0.004 0.012 0.005 0.092 0.032
NonSP-103  0  0    0.146;  00000  00000  0.008 0.146 0.043 0.010 0.084
NonSP-34  0  0    0.036;  00000  00000  0.020 0.032 0.009 0.036 0.022
NonSP-11  0  0    0.144;  00000  00000  0.004 0.015 0.144 0.016 0.008
NonSP-70  0  0    0.061;  00000  00000  0.011 0.017 0.020 0.061 0.019
NonSP-51  0  0    0.048;  00000  00000  0.004 0.007 0.034 0.023 0.048
NonSP-116  0  0    0.035;  00000  00000  0.004 0.005 0.004 0.035 0.007
NonSP-61  0  0    0.019;  00000  00000  0.006 0.016 0.019 0.019 0.018
NonSP-47  0  0    0.025;  00000  00000  0.005 0.012 0.023 0.025 0.019
NonSP-14  0  0    0.061;  00000  00000  0.061 0.016 0.005 0.046 0.015
NonSP-77  0  0    0.186;  00000  00000  0.027 0.073 0.020 0.186 0.080
NonSP-18  0  0    0.060;  00000  00000  0.010 0.044 0.060 0.012 0.041
NonSP-57  0  0    0.060;  00000  00000  0.008 0.002 0.015 0.014 0.060
NonSP-80  0  0    0.093;  00000  00000  0.075 0.007 0.009 0.093 0.003
NonSP-13  0  0    0.054;  00000  00000  0.017 0.025 0.018 0.019 0.054
NonSP-130  0  0    0.062;  00000  00000  0.017 0.019 0.062 0.011 0.027
NonSP-110  0  0    0.071;  00000  00000  0.004 0.039 0.071 0.017 0.006
NonSP-27  0  0    0.081;  00000  00000  0.004 0.007 0.081 0.013 0.050
NonSP-107  0  0    0.046;  00000  00000  0.032 0.046 0.008 0.014 0.015
SP-93  0  1    0.104;  00000  11000  0.059 0.005 0.089 0.096 0.104
NonSP-74  0  0    0.071;  00000  00000  0.014 0.024 0.005 0.066 0.071
NonSP-71  0  0    0.113;  00000  00000  0.059 0.019 0.007 0.113 0.024

TP TN FP FN Accu Prec Reca F1 
0 131 4 0 0.970 0.000 NaN 0.000
