bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-48  0  0    0.027;  00000  00000  0.023 0.019 0.024 0.027 0.025
NonSP-53  0  0    0.022;  00000  00000  0.021 0.022 0.016 0.016 0.017
NonSP-82  0  0    0.034;  00000  00000  0.023 0.027 0.034 0.020 0.028
NonSP-125  0  0    0.037;  00000  00000  0.035 0.020 0.037 0.030 0.019
NonSP-31  0  0    0.026;  00000  00000  0.024 0.024 0.018 0.023 0.026
NonSP-118  0  0    0.034;  00000  00000  0.034 0.022 0.027 0.017 0.015
NonSP-38  0  0    0.045;  00000  00000  0.017 0.045 0.026 0.025 0.021
SP-94  0  1    0.134;  00000  11000  0.030 0.134 0.019 0.036 0.029
NonSP-105  0  0    0.026;  00000  00000  0.020 0.022 0.026 0.021 0.021
NonSP-133  0  0    0.028;  00000  00000  0.020 0.026 0.020 0.014 0.028
SP-85  0  1    0.036;  00000  11000  0.036 0.023 0.031 0.032 0.020
NonSP-8  0  0    0.028;  00000  00000  0.028 0.019 0.026 0.021 0.024
NonSP-54  0  0    0.024;  00000  00000  0.024 0.024 0.018 0.020 0.023
NonSP-78  0  0    0.027;  00000  00000  0.027 0.019 0.021 0.021 0.018
NonSP-126  0  0    0.032;  00000  00000  0.026 0.016 0.032 0.022 0.018
NonSP-101  0  0    0.029;  00000  00000  0.029 0.025 0.018 0.024 0.024
NonSP-49  0  0    0.025;  00000  00000  0.017 0.015 0.025 0.025 0.023
NonSP-104  0  0    0.032;  00000  00000  0.025 0.025 0.031 0.032 0.020
SP-98  0  1    0.060;  00000  11000  0.015 0.060 0.024 0.033 0.022
NonSP-83  0  0    0.028;  00000  00000  0.027 0.028 0.021 0.028 0.023
SP-90  0  1    0.099;  00000  11000  0.032 0.099 0.031 0.026 0.028
NonSP-36  0  0    0.020;  00000  00000  0.015 0.020 0.020 0.017 0.017
NonSP-63  0  0    0.034;  00000  00000  0.018 0.029 0.018 0.022 0.034
NonSP-9  0  0    0.032;  00000  00000  0.031 0.032 0.023 0.021 0.020
NonSP-109  0  0    0.034;  00000  00000  0.026 0.034 0.020 0.023 0.019
NonSP-7  0  0    0.029;  00000  00000  0.025 0.014 0.023 0.025 0.029
NonSP-60  0  0    0.042;  00000  00000  0.042 0.023 0.024 0.020 0.019

TP TN FP FN Accu Prec Reca F1 
0 127 8 0 0.941 0.000 NaN 0.000
