bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-26  0  0    0.026;  00000  00000  0.024 0.026 0.021 0.022 0.026
NonSP-76  0  0    0.032;  00000  00000  0.031 0.023 0.027 0.027 0.032
NonSP-65  0  0    0.034;  00000  00000  0.027 0.034 0.019 0.026 0.026
NonSP-75  0  0    0.027;  00000  00000  0.023 0.023 0.020 0.024 0.027
NonSP-112  0  0    0.031;  00000  00000  0.020 0.019 0.021 0.031 0.031
SP-90  0  1    0.095;  00000  11000  0.030 0.095 0.024 0.027 0.025
SP-94  0  1    0.039;  00000  11000  0.031 0.039 0.021 0.028 0.028
NonSP-55  0  0    0.026;  00000  00000  0.024 0.026 0.023 0.024 0.025
NonSP-35  0  0    0.025;  00000  00000  0.025 0.022 0.020 0.025 0.022
SP-93  0  1    0.070;  00000  11000  0.026 0.070 0.022 0.024 0.026
NonSP-105  0  0    0.033;  00000  00000  0.033 0.026 0.026 0.025 0.026
NonSP-80  0  0    0.036;  00000  00000  0.036 0.032 0.019 0.023 0.026
NonSP-131  0  0    0.024;  00000  00000  0.020 0.022 0.020 0.019 0.024
NonSP-100  0  0    0.029;  00000  00000  0.026 0.029 0.023 0.025 0.024
NonSP-10  0  0    0.031;  00000  00000  0.031 0.022 0.023 0.027 0.023
NonSP-56  0  0    0.028;  00000  00000  0.023 0.022 0.028 0.025 0.025
NonSP-82  0  0    0.037;  00000  00000  0.025 0.032 0.037 0.022 0.033
NonSP-110  0  0    0.044;  00000  00000  0.044 0.029 0.026 0.024 0.024
NonSP-52  0  0    0.029;  00000  00000  0.026 0.025 0.022 0.027 0.029
NonSP-126  0  0    0.028;  00000  00000  0.027 0.024 0.028 0.024 0.027
NonSP-128  0  0    0.030;  00000  00000  0.028 0.020 0.020 0.019 0.030
NonSP-106  0  0    0.031;  00000  00000  0.031 0.023 0.022 0.027 0.024
NonSP-78  0  0    0.030;  00000  00000  0.030 0.027 0.025 0.028 0.026
NonSP-37  0  0    0.028;  00000  00000  0.027 0.027 0.024 0.027 0.028
NonSP-40  0  0    0.029;  00000  00000  0.024 0.024 0.023 0.020 0.029
NonSP-74  0  0    0.031;  00000  00000  0.028 0.025 0.031 0.024 0.027
NonSP-124  0  0    0.029;  00000  00000  0.021 0.018 0.029 0.027 0.025

TP TN FP FN Accu Prec Reca F1 
0 129 6 0 0.956 0.000 NaN 0.000
