bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-57  0  0    0.056;  00000  00000  0.056 0.019 0.023 0.023 0.025
NonSP-15  0  0    0.047;  00000  00000  0.047 0.031 0.036 0.024 0.008
NonSP-123  0  0    0.046;  00000  00000  0.012 0.008 0.046 0.018 0.027
NonSP-22  0  0    0.038;  00000  00000  0.021 0.019 0.038 0.013 0.029
NonSP-4  0  0    0.038;  00000  00000  0.031 0.009 0.017 0.038 0.028
NonSP-20  0  0    0.025;  00000  00000  0.012 0.025 0.025 0.015 0.025
NonSP-103  0  0    0.057;  00000  00000  0.057 0.013 0.028 0.011 0.039
NonSP-117  0  0    0.026;  00000  00000  0.010 0.008 0.015 0.026 0.008
NonSP-31  0  0    0.034;  00000  00000  0.012 0.026 0.026 0.009 0.034
NonSP-63  0  0    0.051;  00000  00000  0.041 0.016 0.021 0.025 0.051
NonSP-109  0  0    0.055;  00000  00000  0.055 0.010 0.028 0.022 0.020
NonSP-114  0  0    0.047;  00000  00000  0.017 0.005 0.019 0.047 0.020
NonSP-6  0  0    0.029;  00000  00000  0.007 0.029 0.023 0.024 0.013
NonSP-64  0  0    0.024;  00000  00000  0.024 0.017 0.017 0.023 0.008
SP-92  1  1    0.975;  01000  11000  0.035 0.975 0.024 0.010 0.032
NonSP-41  0  0    0.031;  00000  00000  0.004 0.012 0.031 0.027 0.022
NonSP-62  0  0    0.050;  00000  00000  0.050 0.017 0.020 0.028 0.026
NonSP-19  0  0    0.032;  00000  00000  0.009 0.025 0.032 0.020 0.028
NonSP-70  0  0    0.074;  00000  00000  0.019 0.021 0.074 0.024 0.029
NonSP-101  0  0    0.023;  00000  00000  0.018 0.010 0.019 0.023 0.017
NonSP-25  0  0    0.039;  00000  00000  0.025 0.036 0.039 0.014 0.030
NonSP-51  0  0    0.048;  00000  00000  0.012 0.012 0.023 0.046 0.048
NonSP-49  0  0    0.033;  00000  00000  0.009 0.018 0.028 0.015 0.033
NonSP-30  0  0    0.037;  00000  00000  0.007 0.032 0.037 0.037 0.026
NonSP-50  0  0    0.043;  00000  00000  0.014 0.019 0.019 0.043 0.023
SP-97  0  1    0.197;  00000  11000  0.025 0.197 0.030 0.029 0.054
SP-91  1  1    0.576;  01000  11000  0.032 0.576 0.018 0.012 0.029

TP TN FP FN Accu Prec Reca F1 
2 129 4 0 0.970 0.333 1.000 0.500
