bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-4  0  0    0.003;  00000  00000  0.003 0.001 0.003 0.001 0.001
NonSP-45  0  0    0.014;  00000  00000  0.005 0.011 0.000 0.014 0.001
NonSP-102  0  0    0.020;  00000  00000  0.020 0.000 0.003 0.004 0.002
SP-95  1  1    1.000;  01000  11000  0.000 1.000 0.001 0.001 0.006
NonSP-104  0  0    0.006;  00000  00000  0.002 0.002 0.006 0.001 0.000
NonSP-63  0  0    0.003;  00000  00000  0.003 0.002 0.000 0.000 0.001
NonSP-36  0  0    0.011;  00000  00000  0.004 0.011 0.001 0.000 0.002
NonSP-73  0  0    0.021;  00000  00000  0.021 0.002 0.003 0.001 0.000
SP-98  1  1    0.641;  01000  11000  0.000 0.641 0.001 0.002 0.000
SP-87  0  1    0.031;  00000  11000  0.000 0.031 0.001 0.004 0.000
NonSP-55  0  0    0.003;  00000  00000  0.003 0.001 0.002 0.002 0.000
NonSP-39  0  0    0.007;  00000  00000  0.003 0.001 0.001 0.007 0.000
NonSP-60  0  0    0.131;  00000  00000  0.131 0.004 0.000 0.003 0.000
NonSP-71  0  0    0.011;  00000  00000  0.011 0.001 0.008 0.001 0.000
NonSP-115  0  0    0.176;  00000  00000  0.009 0.002 0.002 0.176 0.002
NonSP-101  0  0    0.005;  00000  00000  0.002 0.005 0.004 0.001 0.000
NonSP-35  0  0    0.016;  00000  00000  0.015 0.016 0.004 0.005 0.001
NonSP-81  0  0    0.006;  00000  00000  0.001 0.001 0.006 0.000 0.006
NonSP-40  0  0    0.019;  00000  00000  0.019 0.000 0.006 0.001 0.004
NonSP-109  0  0    0.003;  00000  00000  0.000 0.003 0.001 0.000 0.001
NonSP-110  0  0    0.011;  00000  00000  0.011 0.003 0.000 0.000 0.007
NonSP-134  0  0    0.011;  00000  00000  0.011 0.009 0.000 0.000 0.000
NonSP-65  0  0    0.072;  00000  00000  0.035 0.072 0.004 0.002 0.000
NonSP-124  0  0    0.008;  00000  00000  0.002 0.004 0.008 0.002 0.003
NonSP-13  0  0    0.012;  00000  00000  0.000 0.000 0.003 0.005 0.012
NonSP-107  0  0    0.003;  00000  00000  0.003 0.002 0.002 0.000 0.001
NonSP-56  0  0    0.014;  00000  00000  0.014 0.004 0.000 0.000 0.001

TP TN FP FN Accu Prec Reca F1 
2 129 4 0 0.970 0.333 1.000 0.500
