bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-15  0  0    0.004;  00000  00000  0.000 0.000 0.001 0.001 0.004
NonSP-62  0  0    0.006;  00000  00000  0.002 0.006 0.001 0.000 0.001
NonSP-54  0  0    0.006;  00000  00000  0.006 0.000 0.000 0.001 0.000
NonSP-3  0  0    0.009;  00000  00000  0.001 0.001 0.009 0.005 0.001
NonSP-80  0  0    0.034;  00000  00000  0.001 0.034 0.001 0.001 0.002
NonSP-68  0  0    0.004;  00000  00000  0.003 0.003 0.000 0.001 0.004
SP-98  1  1    0.548;  01000  11000  0.000 0.548 0.001 0.003 0.001
NonSP-43  0  0    0.006;  00000  00000  0.006 0.001 0.001 0.000 0.001
NonSP-111  0  0    0.005;  00000  00000  0.005 0.001 0.000 0.001 0.002
NonSP-100  0  0    0.006;  00000  00000  0.006 0.002 0.001 0.000 0.000
NonSP-75  0  0    0.003;  00000  00000  0.002 0.001 0.003 0.000 0.001
NonSP-130  0  0    0.007;  00000  00000  0.007 0.006 0.001 0.001 0.000
NonSP-13  0  0    0.011;  00000  00000  0.001 0.000 0.002 0.002 0.011
SP-87  0  1    0.032;  00000  11000  0.000 0.032 0.002 0.005 0.000
NonSP-61  0  0    0.010;  00000  00000  0.006 0.010 0.000 0.001 0.001
NonSP-109  0  0    0.003;  00000  00000  0.001 0.003 0.002 0.000 0.000
NonSP-125  0  0    0.069;  00000  00000  0.002 0.002 0.069 0.005 0.000
NonSP-101  0  0    0.005;  00000  00000  0.003 0.003 0.005 0.001 0.000
NonSP-16  0  0    0.009;  00000  00000  0.004 0.000 0.009 0.002 0.004
NonSP-17  0  0    0.079;  00000  00000  0.009 0.001 0.002 0.007 0.079
NonSP-69  0  0    0.008;  00000  00000  0.008 0.001 0.001 0.001 0.000
NonSP-105  0  0    0.010;  00000  00000  0.010 0.001 0.000 0.000 0.000
NonSP-9  0  0    0.003;  00000  00000  0.003 0.001 0.002 0.001 0.003
NonSP-42  0  0    0.025;  00000  00000  0.025 0.005 0.001 0.002 0.002
NonSP-116  0  0    0.005;  00000  00000  0.005 0.003 0.002 0.002 0.002
SP-85  0  1    0.007;  00000  11000  0.003 0.007 0.005 0.001 0.000
NonSP-67  0  0    0.004;  00000  00000  0.002 0.004 0.002 0.002 0.001

TP TN FP FN Accu Prec Reca F1 
1 129 5 0 0.963 0.167 1.000 0.286
