bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-73  0  0    0.034;  00000  00000  0.021 0.001 0.034 0.002 0.001
NonSP-53  0  0    0.024;  00000  00000  0.024 0.001 0.001 0.004 0.001
NonSP-103  0  0    0.003;  00000  00000  0.003 0.002 0.001 0.002 0.002
NonSP-79  0  0    0.018;  00000  00000  0.002 0.001 0.018 0.001 0.001
NonSP-59  0  0    0.028;  00000  00000  0.028 0.021 0.001 0.002 0.001
SP-96  1  1    1.000;  01000  11000  0.001 1.000 0.001 0.000 0.006
NonSP-107  0  0    0.006;  00000  00000  0.006 0.002 0.003 0.001 0.002
SP-89  0  1    0.035;  00000  11000  0.000 0.035 0.002 0.001 0.004
SP-91  1  1    0.943;  01000  11000  0.001 0.943 0.002 0.010 0.000
NonSP-128  0  0    0.020;  00000  00000  0.016 0.020 0.004 0.003 0.001
NonSP-108  0  0    0.044;  00000  00000  0.044 0.002 0.000 0.006 0.003
NonSP-29  0  0    0.015;  00000  00000  0.006 0.015 0.002 0.001 0.002
NonSP-38  0  0    0.159;  00000  00000  0.008 0.159 0.003 0.004 0.002
NonSP-132  0  0    0.069;  00000  00000  0.010 0.069 0.007 0.002 0.000
NonSP-25  0  0    0.010;  00000  00000  0.005 0.001 0.002 0.003 0.010
NonSP-19  0  0    0.028;  00000  00000  0.011 0.001 0.002 0.009 0.028
NonSP-58  0  0    0.041;  00000  00000  0.041 0.013 0.001 0.008 0.001
NonSP-47  0  0    0.043;  00000  00000  0.043 0.002 0.000 0.003 0.001
NonSP-12  0  0    0.006;  00000  00000  0.001 0.001 0.006 0.003 0.001
NonSP-81  0  0    0.011;  00000  00000  0.001 0.001 0.011 0.001 0.009
SP-97  1  1    0.794;  01000  11000  0.000 0.794 0.002 0.000 0.002
NonSP-30  0  0    0.031;  00000  00000  0.031 0.003 0.001 0.013 0.001
NonSP-131  0  0    0.017;  00000  00000  0.008 0.017 0.001 0.003 0.005
NonSP-40  0  0    0.027;  00000  00000  0.027 0.001 0.026 0.002 0.002
NonSP-21  0  0    0.010;  00000  00000  0.002 0.001 0.004 0.010 0.002
NonSP-77  0  0    0.026;  00000  00000  0.003 0.002 0.026 0.001 0.001
NonSP-71  0  0    0.026;  00000  00000  0.012 0.001 0.026 0.001 0.001

TP TN FP FN Accu Prec Reca F1 
3 127 5 0 0.963 0.375 1.000 0.545
