bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-50  0  0    0.029;  00000  00000  0.028 0.013 0.021 0.029 0.012
NonSP-81  0  0    0.037;  00000  00000  0.023 0.010 0.037 0.030 0.029
NonSP-99  0  0    0.021;  00000  00000  0.020 0.018 0.021 0.003 0.008
NonSP-101  0  0    0.026;  00000  00000  0.026 0.021 0.009 0.016 0.010
NonSP-118  0  0    0.120;  00000  00000  0.012 0.013 0.120 0.013 0.021
NonSP-125  0  0    0.205;  00000  00000  0.027 0.012 0.205 0.029 0.014
NonSP-4  0  0    0.029;  00000  00000  0.012 0.014 0.012 0.028 0.029
NonSP-40  0  0    0.029;  00000  00000  0.008 0.022 0.022 0.024 0.029
NonSP-108  0  0    0.035;  00000  00000  0.035 0.008 0.022 0.012 0.013
NonSP-128  0  0    0.042;  00000  00000  0.042 0.006 0.019 0.015 0.027
NonSP-61  0  0    0.018;  00000  00000  0.006 0.014 0.015 0.018 0.012
NonSP-132  0  0    0.034;  00000  00000  0.024 0.034 0.018 0.024 0.019
NonSP-100  0  0    0.035;  00000  00000  0.021 0.035 0.017 0.009 0.013
NonSP-57  0  0    0.059;  00000  00000  0.059 0.006 0.012 0.011 0.024
NonSP-116  0  0    0.016;  00000  00000  0.008 0.009 0.016 0.010 0.010
NonSP-10  0  0    0.035;  00000  00000  0.006 0.007 0.015 0.015 0.035
NonSP-46  0  0    0.011;  00000  00000  0.009 0.008 0.007 0.009 0.011
NonSP-72  0  0    0.031;  00000  00000  0.012 0.022 0.005 0.031 0.015
NonSP-77  0  0    0.044;  00000  00000  0.023 0.044 0.016 0.042 0.029
NonSP-65  0  0    0.021;  00000  00000  0.018 0.010 0.010 0.007 0.021
NonSP-21  0  0    0.046;  00000  00000  0.046 0.009 0.041 0.006 0.016
NonSP-124  0  0    0.071;  00000  00000  0.011 0.005 0.071 0.011 0.017
SP-91  0  1    0.256;  00000  11000  0.032 0.256 0.010 0.030 0.044
NonSP-109  0  0    0.031;  00000  00000  0.031 0.025 0.014 0.016 0.021
SP-86  1  1    0.552;  01000  11000  0.047 0.552 0.018 0.054 0.021
SP-88  1  1    0.772;  01000  11000  0.033 0.772 0.022 0.030 0.034

TP TN FP FN Accu Prec Reca F1 
2 124 4 0 0.969 0.333 1.000 0.500
