bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-18  0  0    0.039;  00000  00000  0.039 0.033 0.034 0.006 0.022
NonSP-53  0  0    0.023;  00000  00000  0.008 0.014 0.010 0.009 0.023
NonSP-75  0  0    0.056;  00000  00000  0.012 0.014 0.010 0.042 0.056
SP-95  0  1    0.062;  00000  11000  0.033 0.007 0.062 0.022 0.038
NonSP-112  0  0    0.021;  00000  00000  0.020 0.009 0.009 0.015 0.021
NonSP-122  0  0    0.022;  00000  00000  0.022 0.010 0.006 0.006 0.011
NonSP-60  0  0    0.035;  00000  00000  0.015 0.010 0.035 0.011 0.011
NonSP-20  0  0    0.040;  00000  00000  0.023 0.019 0.020 0.012 0.040
NonSP-130  0  0    0.038;  00000  00000  0.021 0.019 0.038 0.008 0.030
NonSP-34  0  0    0.028;  00000  00000  0.028 0.006 0.006 0.026 0.017
NonSP-66  0  0    0.035;  00000  00000  0.024 0.035 0.014 0.007 0.016
NonSP-58  0  0    0.037;  00000  00000  0.004 0.006 0.025 0.013 0.037
NonSP-76  0  0    0.063;  00000  00000  0.034 0.010 0.007 0.062 0.063
NonSP-56  0  0    0.028;  00000  00000  0.005 0.005 0.028 0.022 0.014
NonSP-117  0  0    0.015;  00000  00000  0.015 0.009 0.012 0.015 0.013
NonSP-82  0  0    0.164;  00000  00000  0.028 0.031 0.011 0.017 0.164
NonSP-43  0  0    0.033;  00000  00000  0.016 0.026 0.028 0.033 0.032
NonSP-133  0  0    0.042;  00000  00000  0.015 0.020 0.015 0.006 0.042
NonSP-106  0  0    0.035;  00000  00000  0.030 0.032 0.024 0.035 0.027
NonSP-45  0  0    0.082;  00000  00000  0.013 0.016 0.010 0.038 0.082
NonSP-55  0  0    0.036;  00000  00000  0.020 0.017 0.011 0.006 0.036
NonSP-24  0  0    0.054;  00000  00000  0.030 0.015 0.011 0.008 0.054
NonSP-104  0  0    0.060;  00000  00000  0.034 0.037 0.016 0.060 0.022
NonSP-74  0  0    0.074;  00000  00000  0.026 0.026 0.006 0.042 0.074
NonSP-49  0  0    0.037;  00000  00000  0.005 0.020 0.032 0.023 0.037
SP-85  0  1    0.058;  00000  11000  0.009 0.010 0.029 0.058 0.046
SP-84  0  1    0.074;  00000  11000  0.009 0.006 0.044 0.034 0.074

TP TN FP FN Accu Prec Reca F1 
0 129 6 0 0.956 0.000 NaN 0.000
