bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-36  0  0    0.018;  00000  00000  0.012 0.008 0.008 0.018 0.012
NonSP-44  0  0    0.062;  00000  00000  0.062 0.008 0.044 0.038 0.025
NonSP-71  0  0    0.053;  00000  00000  0.007 0.030 0.026 0.053 0.023
NonSP-68  0  0    0.028;  00000  00000  0.028 0.027 0.016 0.015 0.025
NonSP-64  0  0    0.047;  00000  00000  0.014 0.034 0.020 0.047 0.005
NonSP-32  0  0    0.020;  00000  00000  0.007 0.016 0.005 0.010 0.020
NonSP-41  0  0    0.041;  00000  00000  0.008 0.013 0.030 0.009 0.041
NonSP-39  0  0    0.027;  00000  00000  0.012 0.012 0.008 0.012 0.027
SP-87  0  1    0.051;  00000  11000  0.036 0.051 0.018 0.036 0.046
NonSP-38  0  0    0.401;  00000  00000  0.005 0.401 0.012 0.017 0.011
NonSP-54  0  0    0.027;  00000  00000  0.012 0.022 0.019 0.014 0.027
NonSP-5  0  0    0.036;  00000  00000  0.012 0.011 0.036 0.013 0.027
NonSP-70  0  0    0.200;  00000  00000  0.009 0.018 0.200 0.049 0.015
NonSP-119  1  0    0.948;  00100  00000  0.015 0.074 0.948 0.009 0.009
NonSP-14  0  0    0.033;  00000  00000  0.028 0.018 0.011 0.033 0.024
NonSP-62  0  0    0.032;  00000  00000  0.026 0.014 0.020 0.032 0.025
NonSP-121  0  0    0.017;  00000  00000  0.017 0.012 0.007 0.013 0.015
NonSP-78  0  0    0.025;  00000  00000  0.018 0.018 0.023 0.025 0.021
NonSP-11  0  0    0.086;  00000  00000  0.010 0.022 0.086 0.030 0.007
NonSP-107  0  0    0.025;  00000  00000  0.009 0.025 0.015 0.012 0.012
NonSP-23  0  0    0.070;  00000  00000  0.013 0.023 0.012 0.010 0.070
SP-98  0  1    0.075;  00000  11000  0.008 0.075 0.022 0.040 0.026
NonSP-105  0  0    0.032;  00000  00000  0.013 0.032 0.029 0.018 0.022
NonSP-19  0  0    0.035;  00000  00000  0.018 0.031 0.028 0.016 0.035
NonSP-33  0  0    0.103;  00000  00000  0.103 0.011 0.009 0.010 0.033
NonSP-48  0  0    0.043;  00000  00000  0.018 0.019 0.043 0.032 0.035
NonSP-37  0  0    0.049;  00000  00000  0.009 0.025 0.014 0.026 0.049

TP TN FP FN Accu Prec Reca F1 
0 130 4 1 0.963 0.000 0.000 0.000
