bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-113  0  0    0.044;  00000  00000  0.044 0.008 0.010 0.011 0.025
SP-86  1  1    0.911;  01000  11000  0.002 0.911 0.002 0.008 0.001
SP-90  1  1    0.908;  01000  11000  0.002 0.908 0.004 0.010 0.001
NonSP-46  0  0    0.183;  00000  00000  0.183 0.010 0.004 0.005 0.010
NonSP-57  0  0    0.039;  00000  00000  0.039 0.009 0.001 0.003 0.002
NonSP-110  0  0    0.055;  00000  00000  0.055 0.006 0.001 0.001 0.033
NonSP-124  0  0    0.013;  00000  00000  0.004 0.004 0.013 0.004 0.004
NonSP-35  0  0    0.027;  00000  00000  0.021 0.027 0.008 0.006 0.002
NonSP-72  0  0    0.011;  00000  00000  0.004 0.002 0.011 0.001 0.001
NonSP-33  0  0    0.047;  00000  00000  0.047 0.016 0.002 0.001 0.001
NonSP-118  0  0    0.079;  00000  00000  0.079 0.007 0.017 0.010 0.005
NonSP-115  0  0    0.055;  00000  00000  0.030 0.006 0.012 0.055 0.006
SP-95  1  1    0.993;  01000  11000  0.002 0.993 0.003 0.005 0.006
NonSP-6  0  0    0.010;  00000  00000  0.010 0.005 0.002 0.006 0.009
NonSP-45  0  0    0.025;  00000  00000  0.007 0.025 0.001 0.019 0.005
SP-94  1  1    0.983;  01000  11000  0.001 0.983 0.002 0.005 0.001
NonSP-83  0  0    0.008;  00000  00000  0.008 0.002 0.005 0.004 0.001
NonSP-23  0  0    0.021;  00000  00000  0.021 0.002 0.001 0.020 0.002
NonSP-8  0  0    0.008;  00000  00000  0.008 0.007 0.002 0.002 0.002
NonSP-70  0  0    0.043;  00000  00000  0.007 0.001 0.043 0.002 0.003
NonSP-123  0  0    0.012;  00000  00000  0.009 0.007 0.012 0.005 0.002
NonSP-119  1  0    0.781;  00100  00000  0.387 0.010 0.781 0.025 0.026
SP-88  1  1    1.000;  01000  11000  0.002 1.000 0.003 0.009 0.001
NonSP-134  0  0    0.028;  00000  00000  0.028 0.015 0.001 0.002 0.001
NonSP-50  0  0    0.022;  00000  00000  0.022 0.004 0.001 0.004 0.002
NonSP-49  0  0    0.023;  00000  00000  0.023 0.002 0.001 0.003 0.001
NonSP-26  0  0    0.008;  00000  00000  0.005 0.001 0.004 0.001 0.008

TP TN FP FN Accu Prec Reca F1 
5 124 5 1 0.956 0.500 0.833 0.625
