bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-62  0  0    0.070;  00000  00000  0.070 0.010 0.001 0.002 0.001
NonSP-42  0  0    0.013;  00000  00000  0.009 0.013 0.006 0.002 0.002
NonSP-48  0  0    0.036;  00000  00000  0.036 0.001 0.003 0.001 0.001
NonSP-102  0  0    0.026;  00000  00000  0.026 0.001 0.004 0.008 0.006
NonSP-100  0  0    0.007;  00000  00000  0.003 0.007 0.001 0.000 0.001
NonSP-99  0  0    0.020;  00000  00000  0.001 0.020 0.004 0.001 0.002
SP-97  1  1    0.830;  01000  11000  0.001 0.830 0.007 0.001 0.005
NonSP-7  0  0    0.010;  00000  00000  0.001 0.001 0.003 0.010 0.005
NonSP-44  0  0    0.016;  00000  00000  0.016 0.004 0.001 0.003 0.001
NonSP-21  0  0    0.018;  00000  00000  0.002 0.001 0.018 0.004 0.004
NonSP-10  0  0    0.039;  00000  00000  0.039 0.003 0.009 0.012 0.001
NonSP-116  0  0    0.015;  00000  00000  0.007 0.002 0.003 0.013 0.015
SP-86  1  1    0.798;  01000  11000  0.001 0.798 0.002 0.010 0.001
NonSP-11  0  0    0.008;  00000  00000  0.008 0.001 0.002 0.002 0.002
NonSP-124  0  0    0.013;  00000  00000  0.002 0.003 0.013 0.003 0.003
SP-98  0  1    0.230;  00000  11000  0.000 0.230 0.007 0.003 0.001
NonSP-80  0  0    0.006;  00000  00000  0.001 0.006 0.004 0.003 0.001
NonSP-107  0  0    0.008;  00000  00000  0.005 0.008 0.001 0.001 0.002
NonSP-119  0  0    0.421;  00000  00000  0.232 0.008 0.421 0.022 0.022
NonSP-47  0  0    0.034;  00000  00000  0.034 0.001 0.000 0.005 0.001
SP-91  1  1    0.759;  01000  11000  0.001 0.759 0.009 0.054 0.001
NonSP-59  0  0    0.028;  00000  00000  0.028 0.012 0.000 0.002 0.001
NonSP-70  0  0    0.033;  00000  00000  0.013 0.001 0.033 0.002 0.004
SP-92  1  1    0.956;  01000  11000  0.001 0.956 0.002 0.022 0.001
SP-93  1  1    0.922;  01000  11000  0.001 0.922 0.002 0.001 0.001
NonSP-71  0  0    0.058;  00000  00000  0.058 0.005 0.016 0.001 0.001

TP TN FP FN Accu Prec Reca F1 
5 118 7 0 0.946 0.417 1.000 0.588
