bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
SP-98  0  1    0.071;  00000  11000  0.010 0.071 0.022 0.026 0.019
NonSP-67  0  0    0.037;  00000  00000  0.017 0.014 0.032 0.037 0.014
NonSP-8  0  0    0.040;  00000  00000  0.040 0.011 0.030 0.022 0.026
NonSP-79  0  0    0.027;  00000  00000  0.021 0.016 0.027 0.014 0.012
NonSP-110  0  0    0.023;  00000  00000  0.010 0.019 0.020 0.023 0.013
NonSP-125  0  0    0.041;  00000  00000  0.041 0.017 0.018 0.021 0.012
NonSP-18  0  0    0.031;  00000  00000  0.031 0.024 0.015 0.022 0.012
NonSP-109  0  0    0.049;  00000  00000  0.030 0.049 0.024 0.020 0.015
NonSP-130  0  0    0.024;  00000  00000  0.016 0.019 0.017 0.024 0.018
NonSP-69  0  0    0.021;  00000  00000  0.020 0.011 0.021 0.016 0.018
NonSP-17  0  0    0.036;  00000  00000  0.022 0.036 0.023 0.009 0.030
SP-96  0  1    0.141;  00000  11000  0.025 0.141 0.021 0.018 0.032
NonSP-121  0  0    0.017;  00000  00000  0.014 0.013 0.013 0.013 0.017
SP-94  0  1    0.165;  00000  11000  0.029 0.165 0.010 0.025 0.023
NonSP-14  0  0    0.024;  00000  00000  0.021 0.020 0.018 0.023 0.024
SP-90  0  1    0.049;  00000  11000  0.022 0.039 0.049 0.021 0.026
SP-95  0  1    0.089;  00000  11000  0.022 0.089 0.025 0.023 0.043
NonSP-36  0  0    0.024;  00000  00000  0.012 0.019 0.024 0.009 0.011
NonSP-34  0  0    0.038;  00000  00000  0.020 0.038 0.016 0.024 0.018
NonSP-41  0  0    0.029;  00000  00000  0.011 0.015 0.029 0.014 0.018
NonSP-82  0  0    0.027;  00000  00000  0.017 0.017 0.023 0.018 0.027
NonSP-59  0  0    0.023;  00000  00000  0.016 0.023 0.017 0.013 0.016
NonSP-19  0  0    0.037;  00000  00000  0.019 0.037 0.029 0.021 0.017
NonSP-105  0  0    0.019;  00000  00000  0.008 0.019 0.019 0.015 0.015
NonSP-7  0  0    0.036;  00000  00000  0.020 0.009 0.012 0.025 0.036
NonSP-10  0  0    0.042;  00000  00000  0.042 0.009 0.016 0.038 0.026

TP TN FP FN Accu Prec Reca F1 
0 120 10 0 0.923 0.000 NaN 0.000
