bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-68  0  0    0.006;  00000  00000  0.001 0.006 0.000 0.000 0.004
NonSP-129  0  0    0.034;  00000  00000  0.003 0.034 0.001 0.002 0.002
NonSP-33  0  0    0.031;  00000  00000  0.031 0.008 0.000 0.000 0.001
NonSP-73  0  0    0.007;  00000  00000  0.002 0.001 0.007 0.001 0.000
NonSP-105  0  0    0.027;  00000  00000  0.027 0.001 0.000 0.000 0.000
NonSP-43  0  0    0.035;  00000  00000  0.035 0.000 0.001 0.000 0.000
NonSP-23  0  0    0.012;  00000  00000  0.012 0.000 0.000 0.002 0.000
NonSP-118  0  0    0.141;  00000  00000  0.011 0.141 0.038 0.002 0.015
NonSP-34  0  0    0.010;  00000  00000  0.003 0.005 0.002 0.002 0.010
NonSP-64  0  0    0.022;  00000  00000  0.002 0.008 0.001 0.000 0.022
NonSP-120  0  0    0.099;  00000  00000  0.001 0.018 0.099 0.001 0.002
NonSP-4  0  0    0.025;  00000  00000  0.000 0.000 0.025 0.000 0.002
NonSP-106  0  0    0.017;  00000  00000  0.000 0.005 0.017 0.000 0.000
NonSP-134  0  0    0.015;  00000  00000  0.006 0.015 0.000 0.001 0.000
NonSP-32  0  0    0.043;  00000  00000  0.003 0.002 0.001 0.000 0.043
NonSP-22  0  0    0.022;  00000  00000  0.022 0.000 0.000 0.001 0.007
NonSP-54  0  0    0.096;  00000  00000  0.096 0.000 0.000 0.001 0.000
NonSP-31  0  0    0.021;  00000  00000  0.021 0.000 0.013 0.001 0.001
SP-84  0  1    0.026;  00000  11000  0.003 0.026 0.009 0.000 0.001
NonSP-61  0  0    0.014;  00000  00000  0.007 0.014 0.000 0.000 0.000
NonSP-29  0  0    0.007;  00000  00000  0.001 0.007 0.006 0.001 0.000
NonSP-117  0  0    0.016;  00000  00000  0.016 0.001 0.008 0.000 0.001
NonSP-110  0  0    0.404;  00000  00000  0.404 0.005 0.000 0.000 0.003
NonSP-58  0  0    0.033;  00000  00000  0.033 0.009 0.000 0.003 0.000
NonSP-66  0  0    0.016;  00000  00000  0.001 0.003 0.003 0.000 0.016
NonSP-123  0  0    0.044;  00000  00000  0.002 0.003 0.044 0.000 0.000
NonSP-5  0  0    0.001;  00000  00000  0.000 0.001 0.000 0.000 0.000

TP TN FP FN Accu Prec Reca F1 
0 133 2 0 0.985 0.000 NaN 0.000
