bagName  bagPred  bagTruth  bagProb  instPred  instTruth  instProb 
NonSP-65  0  0    0.301;  00000  00000  0.037 0.301 0.001 0.006 0.000
NonSP-67  0  0    0.014;  00000  00000  0.007 0.014 0.009 0.001 0.004
NonSP-101  0  0    0.010;  00000  00000  0.001 0.010 0.001 0.001 0.001
NonSP-112  0  0    0.026;  00000  00000  0.004 0.015 0.001 0.026 0.001
NonSP-40  0  0    0.042;  00000  00000  0.018 0.000 0.036 0.002 0.042
NonSP-26  0  0    0.004;  00000  00000  0.002 0.000 0.001 0.000 0.004
NonSP-115  1  0    0.713;  00010  00000  0.003 0.001 0.001 0.713 0.001
NonSP-35  0  0    0.015;  00000  00000  0.015 0.015 0.007 0.008 0.001
NonSP-46  0  0    0.079;  00000  00000  0.079 0.001 0.000 0.001 0.004
NonSP-77  0  0    0.022;  00000  00000  0.002 0.002 0.022 0.001 0.000
NonSP-103  0  0    0.004;  00000  00000  0.000 0.004 0.000 0.001 0.001
NonSP-74  0  0    0.007;  00000  00000  0.003 0.007 0.006 0.001 0.000
SP-89  0  1    0.058;  00000  11000  0.000 0.058 0.000 0.002 0.002
NonSP-81  0  0    0.031;  00000  00000  0.000 0.000 0.007 0.000 0.031
NonSP-113  0  0    0.018;  00000  00000  0.016 0.002 0.002 0.018 0.005
NonSP-50  0  0    0.067;  00000  00000  0.067 0.000 0.000 0.001 0.000
NonSP-13  0  0    0.017;  00000  00000  0.000 0.000 0.001 0.017 0.016
NonSP-109  0  0    0.010;  00000  00000  0.000 0.010 0.000 0.000 0.001
NonSP-16  0  0    0.007;  00000  00000  0.003 0.000 0.007 0.006 0.003
NonSP-111  0  0    0.007;  00000  00000  0.006 0.001 0.000 0.000 0.007
NonSP-14  0  0    0.002;  00000  00000  0.000 0.000 0.002 0.001 0.000
NonSP-20  0  0    0.002;  00000  00000  0.000 0.000 0.001 0.002 0.001
NonSP-122  0  0    0.087;  00000  00000  0.087 0.000 0.043 0.002 0.001
NonSP-41  0  0    0.009;  00000  00000  0.009 0.000 0.000 0.002 0.000
NonSP-83  0  0    0.003;  00000  00000  0.003 0.001 0.001 0.001 0.000
SP-87  1  1    0.554;  01000  11000  0.000 0.554 0.001 0.008 0.000
NonSP-108  0  0    0.013;  00000  00000  0.013 0.002 0.000 0.005 0.001

TP TN FP FN Accu Prec Reca F1 
1 130 3 1 0.970 0.250 0.500 0.333
